ISO_SOV1;code_spygen;station;GEONAME;TERRITORY1;ISO_TER1;SOVEREIGN1;NoViolence_mean;Corruption_mean;bathy;distCoast;HDI2019;neartt;Gravity;NGO;MarineEcosystemDependency;conflicts;Naturalresourcesrents
FRA;SPY201173;Tete_de_canyon2;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-121.799896240234;2729.70381490001;0.901;56.5685424949238;8.25289169967296;1964;0.102209;37;0.0477845917182019
FRA;SPY201173;Tete_de_canyon2;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-121.799896240234;2729.70381490001;0.901;56.5685424949238;8.25289169967296;1964;0.102209;37;0.0477845917182019
FRA;SPY201173;Tete_de_canyon2;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-121.799896240234;2729.70381490001;0.901;56.5685424949238;8.25289169967296;1964;0.102209;37;0.0477845917182019
FRA;SPY201173;Tete_de_canyon2;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-121.799896240234;2729.70381490001;0.901;56.5685424949238;8.25289169967296;1964;0.102209;37;0.0477845917182019
FRA;SPY201173;Tete_de_canyon2;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-121.799896240234;2729.70381490001;0.901;56.5685424949238;8.25289169967296;1964;0.102209;37;0.0477845917182019
FRA;SPY201173;Tete_de_canyon2;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-121.799896240234;2729.70381490001;0.901;56.5685424949238;8.25289169967296;1964;0.102209;37;0.0477845917182019
FRA;SPY201173;Tete_de_canyon2;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-121.799896240234;2729.70381490001;0.901;56.5685424949238;8.25289169967296;1964;0.102209;37;0.0477845917182019
FRA;SPY201173;Tete_de_canyon2;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-121.799896240234;2729.70381490001;0.901;56.5685424949238;8.25289169967296;1964;0.102209;37;0.0477845917182019
FRA;SPY201173;Tete_de_canyon2;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-121.799896240234;2729.70381490001;0.901;56.5685424949238;8.25289169967296;1964;0.102209;37;0.0477845917182019
FRA;SPY201173;Tete_de_canyon2;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-121.799896240234;2729.70381490001;0.901;56.5685424949238;8.25289169967296;1964;0.102209;37;0.0477845917182019
FRA;SPY201173;Tete_de_canyon2;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-121.799896240234;2729.70381490001;0.901;56.5685424949238;8.25289169967296;1964;0.102209;37;0.0477845917182019
FRA;SPY201173;Tete_de_canyon2;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-121.799896240234;2729.70381490001;0.901;56.5685424949238;8.25289169967296;1964;0.102209;37;0.0477845917182019
FRA;SPY201173;Tete_de_canyon2;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-121.799896240234;2729.70381490001;0.901;56.5685424949238;8.25289169967296;1964;0.102209;37;0.0477845917182019
FRA;SPY201173;Tete_de_canyon2;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-121.799896240234;2729.70381490001;0.901;56.5685424949238;8.25289169967296;1964;0.102209;37;0.0477845917182019
